ITEM_SEQ,ITEM_NAME,PRINT,DRUG_SHAPE,COLOR,TYPE,LINE,TOKENIZED
199600319,마나슬루정,SL LI,원형,하양,정제,없음,ㅁㅏ*ㄴㅏ*ㅅㅡㄹㄹㅜ*ㅈㅓㅇ
199603333,뮤시딘캡슐200밀리그램,DHNPMUC,장방형,파랑,경질캡슐,없음,ㅁㅠ*ㅅㅣ*ㄷㅣㄴㅋㅐㅂㅅㅠㄹ200ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
199603328,헤파스정,HS,원형,하양,정제,없음,ㅎㅔ*ㅍㅏ*ㅅㅡ*ㅈㅓㅇ
199603332,뮤시딘캡슐,DHNPMUP,장방형,초록,경질캡슐,없음,ㅁㅠ*ㅅㅣ*ㄷㅣㄴㅋㅐㅂㅅㅠㄹ
199603322,엑센정,EX,원형,하양,정제,-,ㅇㅔㄱㅅㅔㄴㅈㅓㅇ
199603316,몰틱정,MT,원형,노랑,정제,-,ㅁㅗㄹㅌㅣㄱㅈㅓㅇ
199603327,포타짐정,NP,장방형,초록,정제,없음,ㅍㅗ*ㅌㅏ*ㅈㅣㅁㅈㅓㅇ
199600597,알게나정,KLNAL,장방형,하양,정제,없음,ㅇㅏㄹㄱㅔ*ㄴㅏ*ㅈㅓㅇ
199600559,제일알맥스정500밀리그람,AMX,원형,하양,정제,없음,ㅈㅔ*ㅇㅣㄹㅇㅏㄹㅁㅐㄱㅅㅡ*ㅈㅓㅇ500ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅏㅁ
199603320,라복센정,LX,원형,노랑,정제,없음,ㄹㅏ*ㅂㅗㄱㅅㅔㄴㅈㅓㅇ
199603319,그리자이드정,NP,원형,하양,정제,-,ㄱㅡ*ㄹㅣ*ㅈㅏ*ㅇㅣ*ㄷㅡ*ㅈㅓㅇ
199603318,탐부틴정,△▽△TM▽△▽,원형,하양,정제,없음,ㅌㅏㅁㅂㅜ*ㅌㅣㄴㅈㅓㅇ
199603160,알소벤정,UNIMED86,육각형,하양,정제,- -,ㅇㅏㄹㅅㅗ*ㅂㅔㄴㅈㅓㅇ
199603326,카밀란정,CM,원형,하양,정제,없음,ㅋㅏ*ㅁㅣㄹㄹㅏㄴㅈㅓㅇ
199602312,푸리타제정,PK,장방형,연두,정제,없음,ㅍㅜ*ㄹㅣ*ㅌㅏ*ㅈㅔ*ㅈㅓㅇ
199603330,리벤돌정,DL,장방형,분홍,정제,없음,ㄹㅣ*ㅂㅔㄴㄷㅗㄹㅈㅓㅇ
199604979,덴큐정,IDD,원형,주황,정제,없음,ㄷㅔㄴㅋㅠ*ㅈㅓㅇ
199602630,락토바캡슐,LTB,장방형,하양,경질캡슐,없음,ㄹㅏㄱㅌㅗ*ㅂㅏ*ㅋㅐㅂㅅㅠㄹ
199601084,파나콘정,PO,장방형,하양,정제,없음,ㅍㅏ*ㄴㅏ*ㅋㅗㄴㅈㅓㅇ
199600216,보리움엠정,M,사각형,하양,정제,-,ㅂㅗ*ㄹㅣ*ㅇㅜㅁㅇㅔㅁㅈㅓㅇ
199602982,소론도정,YM P5,원형,하양,정제,-,ㅅㅗ*ㄹㅗㄴㄷㅗ*ㅈㅓㅇ
199600408,알부톤연질캡슐,WUAB,장방형,노랑,연질캡슐,없음,ㅇㅏㄹㅂㅜ*ㅌㅗㄴㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
199602307,치아튼캅셀,PK-APK-A,장방형,노랑,경질캡슐,없음,ㅊㅣ*ㅇㅏ*ㅌㅡㄴㅋㅏㅂㅅㅔㄹ
199602859,알보젠돔페리돈말레산염정,MD,원형,노랑,정제,없음,ㅇㅏㄹㅂㅗ*ㅈㅔㄴㄷㅗㅁㅍㅔ*ㄹㅣ*ㄷㅗㄴㅁㅏㄹㄹㅔ*ㅅㅏㄴㅇㅕㅁㅈㅓㅇ
199603105,세파실캡슐,KorusKorus,장방형,하양 갈색,경질캡슐,없음,ㅅㅔ*ㅍㅏ*ㅅㅣㄹㅋㅐㅂㅅㅠㄹ
199600616,듀오나제정,KOLON DN,원형,주황,정제,-,ㄷㅠ*ㅇㅗ*ㄴㅏ*ㅈㅔ*ㅈㅓㅇ
199600847,락토프리캡슐,SNPLFC,장방형,하양,경질캡슐,없음,ㄹㅏㄱㅌㅗ*ㅍㅡ*ㄹㅣ*ㅋㅐㅂㅅㅠㄹ
199602997,리스페달정1밀리그람,Ris1,장방형,하양,정제,-,ㄹㅣ*ㅅㅡ*ㅍㅔ*ㄷㅏㄹㅈㅓㅇ1ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅏㅁ
199602706,마오비정,MB CD,원형,파랑,정제,없음,ㅁㅏ*ㅇㅗ*ㅂㅣ*ㅈㅓㅇ
199602998,리스페달정2밀리그람,Ris2,장방형,주황,정제,-,ㄹㅣ*ㅅㅡ*ㅍㅔ*ㄷㅏㄹㅈㅓㅇ2ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅏㅁ
199603159,모반정10밀리그람,MOBAN10 GATE,원형,분홍,정제,없음,ㅁㅗ*ㅂㅏㄴㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅏㅁ
199602999,리스페달정3밀리그람,Ris3,장방형,노랑,정제,-,ㄹㅣ*ㅅㅡ*ㅍㅔ*ㄷㅏㄹㅈㅓㅇ3ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅏㅁ
199600246,베스자임정,BSZT,타원형,분홍,정제,없음,ㅂㅔ*ㅅㅡ*ㅈㅏ*ㅇㅣㅁㅈㅓㅇ
199601349,엑스비타정,X-V,장방형,갈색,정제,-,ㅇㅔㄱㅅㅡ*ㅂㅣ*ㅌㅏ*ㅈㅓㅇ
199601074,클로퀸정100밀리그램,C,원형,하양,정제,없음,ㅋㅡㄹㄹㅗ*ㅋㅟㄴㅈㅓㅇ100ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
199602533,디아세렌캡슐,GUJUDA50,장방형,하양 노랑,경질캡슐,없음,ㄷㅣ*ㅇㅏ*ㅅㅔ*ㄹㅔㄴㅋㅐㅂㅅㅠㄹ
199600922,도프리움정,SCD DM,원형,하양,정제,없음,ㄷㅗ*ㅍㅡ*ㄹㅣ*ㅇㅜㅁㅈㅓㅇ
199600625,루트펜325밀리그램정,325,원형,하양,정제,없음,ㄹㅜ*ㅌㅡ*ㅍㅔㄴ325ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁㅈㅓㅇ
199600669,타스멘정,TSM,원형,하양,정제,-,ㅌㅏ*ㅅㅡ*ㅁㅔㄴㅈㅓㅇ
199600682,올자임정,,원형,연두,정제,없음,ㅇㅗㄹㅈㅏ*ㅇㅣㅁㅈㅓㅇ
199600313,치돌정,CGP,원형,주황,정제,없음,ㅊㅣ*ㄷㅗㄹㅈㅓㅇ
199601075,클로퀸정200밀리그램,C200,원형,하양,정제,없음,ㅋㅡㄹㄹㅗ*ㅋㅟㄴㅈㅓㅇ200ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
199600888,래피탈질정500밀리그램,CGP500,기타,하양,정제,없음,ㄹㅐ*ㅍㅣ*ㅌㅏㄹㅈㅣㄹㅈㅓㅇ500ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
199600864,아마릴정2밀리그람,AMARYL,기타,초록,정제,- -,ㅇㅏ*ㅁㅏ*ㄹㅣㄹㅈㅓㅇ2ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅏㅁ
199600863,아마릴정1밀리그람,AMARYL,기타,분홍,정제,- -,ㅇㅏ*ㅁㅏ*ㄹㅣㄹㅈㅓㅇ1ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅏㅁ
199601023,보람염산암브록솔정,BPH M10,원형,분홍,정제,없음,ㅂㅗ*ㄹㅏㅁㅇㅕㅁㅅㅏㄴㅇㅏㅁㅂㅡ*ㄹㅗㄱㅅㅗㄹㅈㅓㅇ
199602172,두오플캡슐,DuopleDuople,장방형,하양,경질캡슐,없음,ㄷㅜ*ㅇㅗ*ㅍㅡㄹㅋㅐㅂㅅㅠㄹ
199601939,락토루스캡슐,YILTRS,장방형,하양,경질캡슐,없음,ㄹㅏㄱㅌㅗ*ㄹㅜ*ㅅㅡ*ㅋㅐㅂㅅㅠㄹ
199604975,마이프로돌캡슐,RIORIO,장방형,빨강 초록,경질캡슐,없음,ㅁㅏ*ㅇㅣ*ㅍㅡ*ㄹㅗ*ㄷㅗㄹㅋㅐㅂㅅㅠㄹ
199601984,옥스필린정,oxpyllinKYUNGDONG,원형,하양,정제,없음,ㅇㅗㄱㅅㅡ*ㅍㅣㄹㄹㅣㄴㅈㅓㅇ
199605130,유렉신정250밀리그램,,원형,노랑,정제,-,ㅇㅠ*ㄹㅔㄱㅅㅣㄴㅈㅓㅇ250ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
199605013,락토민정,LC,원형,하양,정제,없음,ㄹㅏㄱㅌㅗ*ㅁㅣㄴㅈㅓㅇ
199602451,락토민캡슐,YPPLACTO,장방형,하양,정제,없음,ㄹㅏㄱㅌㅗ*ㅁㅣㄴㅋㅐㅂㅅㅠㄹ
199602565,로얄민연질캅셀,ROYAL,장방형,갈색,연질캡슐,없음,ㄹㅗ*ㅇㅑㄹㅁㅣㄴㅇㅕㄴㅈㅣㄹㅋㅏㅂㅅㅔㄹ
199502362,크라운메페남산정250밀리그람,mf ○250,원형,하양,정제,-,ㅋㅡ*ㄹㅏ*ㅇㅜㄴㅁㅔ*ㅍㅔ*ㄴㅏㅁㅅㅏㄴㅈㅓㅇ250ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅏㅁ
199603337,센티올캅셀,DHNPCTC,장방형,하양,경질캡슐,없음,ㅅㅔㄴㅌㅣ*ㅇㅗㄹㅋㅏㅂㅅㅔㄹ
199603340,카리펜정,KF,원형,하양,정제,-,ㅋㅏ*ㄹㅣ*ㅍㅔㄴㅈㅓㅇ
199603344,아시토바캡슐,DHNPATC,장방형,하양 연두,경질캡슐,없음,ㅇㅏ*ㅅㅣ*ㅌㅗ*ㅂㅏ*ㅋㅐㅂㅅㅠㄹ
199600917,리락스정250밀리그램,SCD,원형,하양,정제,없음,ㄹㅣ*ㄹㅏㄱㅅㅡ*ㅈㅓㅇ250ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
199602013,넬슨오플록사신정100밀리그램,NS 100,원형,하양,정제,없음,ㄴㅔㄹㅅㅡㄴㅇㅗ*ㅍㅡㄹㄹㅗㄱㅅㅏ*ㅅㅣㄴㅈㅓㅇ100ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
199602014,넬슨벤프로페린정20밀리그램,KNP,원형,검정,정제,없음,ㄴㅔㄹㅅㅡㄴㅂㅔㄴㅍㅡ*ㄹㅗ*ㅍㅔ*ㄹㅣㄴㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
199601068,하이라제정,H,원형,하양,정제,없음,ㅎㅏ*ㅇㅣ*ㄹㅏ*ㅈㅔ*ㅈㅓㅇ
199601176,낙톤정,JY500,원형,하양,정제,-,ㄴㅏㄱㅌㅗㄴㅈㅓㅇ
199600683,세라타제정,Seratase,원형,주황,정제,-,ㅅㅔ*ㄹㅏ*ㅌㅏ*ㅈㅔ*ㅈㅓㅇ
199600615,로맥사신정,KOLON,장방형,하양,정제,-,ㄹㅗ*ㅁㅐㄱㅅㅏ*ㅅㅣㄴㅈㅓㅇ
199602438,조아이부프로펜400밀리그람정,CAIB4,장방형,하양,정제,- -,ㅈㅗ*ㅇㅏ*ㅇㅣ*ㅂㅜ*ㅍㅡ*ㄹㅗ*ㅍㅔㄴ400ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅏㅁㅈㅓㅇ
199601172,락톨캡슐,JYRKT,장방형,하양 노랑,경질캡슐,없음,ㄹㅏㄱㅌㅗㄹㅋㅐㅂㅅㅠㄹ
199602466,하원티클로피딘정100m밀리그람,hw03,원형,하양,정제,없음,ㅎㅏ*ㅇㅝㄴㅌㅣ*ㅋㅡㄹㄹㅗ*ㅍㅣ*ㄷㅣㄴㅈㅓㅇ100mㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅏㅁ
199602467,하원티클로피딘정250밀리그람,hw04,원형,하양,정제,없음,ㅎㅏ*ㅇㅝㄴㅌㅣ*ㅋㅡㄹㄹㅗ*ㅍㅣ*ㄷㅣㄴㅈㅓㅇ250ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅏㅁ
199600168,제스판정,ZP,장방형,초록,정제,없음,ㅈㅔ*ㅅㅡ*ㅍㅏㄴㅈㅓㅇ
199602455,카로텐연질캡슐,YPT,장방형,갈색 진한,연질캡슐,없음,ㅋㅏ*ㄹㅗ*ㅌㅔㄴㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
199604962,명인브로마제팜정3밀리그램,M¡¤I----3,원형,분홍,정제,-,ㅁㅕㅇㅇㅣㄴㅂㅡ*ㄹㅗ*ㅁㅏ*ㅈㅔ*ㅍㅏㅁㅈㅓㅇ3ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
199604965,한림알프라졸람정0.25밀리그램,HL,타원형,하양,정제,-,ㅎㅏㄴㄹㅣㅁㅇㅏㄹㅍㅡ*ㄹㅏ*ㅈㅗㄹㄹㅏㅁㅈㅓㅇ0.25ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
199602082,우리들아세틸시스테인캡슐200mg,SUDOSUDOACTACT,장방형,파랑,경질캡슐,없음,ㅇㅜ*ㄹㅣ*ㄷㅡㄹㅇㅏ*ㅅㅔ*ㅌㅣㄹㅅㅣ*ㅅㅡ*ㅌㅔ*ㅇㅣㄴㅋㅐㅂㅅㅠㄹ200mg
199600091,젠티큐연질캡슐,젠티Q,장방형,빨강,연질캡슐,없음,ㅈㅔㄴㅌㅣ*ㅋㅠ*ㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
199600950,칼앤비츄정,K,기타,보라,정제,없음,ㅋㅏㄹㅇㅐㄴㅂㅣ*ㅊㅠ*ㅈㅓㅇ
199600950,칼앤비츄정,K,기타,분홍,정제,없음,ㅋㅏㄹㅇㅐㄴㅂㅣ*ㅊㅠ*ㅈㅓㅇ
199600950,칼앤비츄정,K,기타,주황,정제,없음,ㅋㅏㄹㅇㅐㄴㅂㅣ*ㅊㅠ*ㅈㅓㅇ
199602556,속타렌정,GJST,원형,파랑,정제,없음,ㅅㅗㄱㅌㅏ*ㄹㅔㄴㅈㅓㅇ
199603358,세플러캡슐,DHNPCEC,장방형,하양 남색,경질캡슐,없음,ㅅㅔ*ㅍㅡㄹㄹㅓ*ㅋㅐㅂㅅㅠㄹ
199601986,마이비오캡슐,경동MVC,장방형,초록,경질캡슐,없음,ㅁㅏ*ㅇㅣ*ㅂㅣ*ㅇㅗ*ㅋㅐㅂㅅㅠㄹ
199604751,루이박정,,원형,하양,정제,없음,ㄹㅜ*ㅇㅣ*ㅂㅏㄱㅈㅓㅇ
199600978,알부믹스연질캅셀,ABY,장방형,갈색,연질캡슐,없음,ㅇㅏㄹㅂㅜ*ㅁㅣㄱㅅㅡ*ㅇㅕㄴㅈㅣㄹㅋㅏㅂㅅㅔㄹ
199602155,신일모노독시엠캡슐,SINILMDM100,장방형,초록,정제,없음,ㅅㅣㄴㅇㅣㄹㅁㅗ*ㄴㅗ*ㄷㅗㄱㅅㅣ*ㅇㅔㅁㅋㅐㅂㅅㅠㄹ
199600671,대우타목시펜정10밀리그람,TAM,원형,하양,정제,없음,ㄷㅐ*ㅇㅜ*ㅌㅏ*ㅁㅗㄱㅅㅣ*ㅍㅔㄴㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅏㅁ
199602665,크라운덱사메타손정,CROWNDEXA 0.75,원형,하양,정제,없음,ㅋㅡ*ㄹㅏ*ㅇㅜㄴㄷㅔㄱㅅㅏ*ㅁㅔ*ㅌㅏ*ㅅㅗㄴㅈㅓㅇ
199600673,대우아세메타신캅셀,ACM,장방형,빨강 하양,경질캡슐,없음,ㄷㅐ*ㅇㅜ*ㅇㅏ*ㅅㅔ*ㅁㅔ*ㅌㅏ*ㅅㅣㄴㅋㅏㅂㅅㅔㄹ
199600158,사이폴-엔연질캡슐100밀리그램,Cipol-N100mg,장방형,회색,연질캡슐,없음,ㅅㅏ*ㅇㅣ*ㅍㅗㄹ-ㅇㅔㄴㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ100ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
199600151,사이폴-엔연질캡슐25밀리그램,25mg,타원형,회색,연질캡슐,없음,ㅅㅏ*ㅇㅣ*ㅍㅗㄹ-ㅇㅔㄴㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ25ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
199602015,아트락트정,KNP 2,원형,하양,정제,없음,ㅇㅏ*ㅌㅡ*ㄹㅏㄱㅌㅡ*ㅈㅓㅇ
199600267,가나칸정50밀리그램,G50,원형,하양,정제,없음,ㄱㅏ*ㄴㅏ*ㅋㅏㄴㅈㅓㅇ50ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
199600603,헤파엘연질캡슐,KL-HEPA,장방형,옅은 갈색,연질캡슐,없음,ㅎㅔ*ㅍㅏ*ㅇㅔㄹㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
199603349,타파란캡슐,DHNPTPC,장방형,노랑 초록,경질캡슐,없음,ㅌㅏ*ㅍㅏ*ㄹㅏㄴㅋㅐㅂㅅㅠㄹ
199604657,이미그란정50밀리그램,50,장방형,분홍,정제,없음,ㅇㅣ*ㅁㅣ*ㄱㅡ*ㄹㅏㄴㅈㅓㅇ50ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
199600217,클라씨린정,,타원형,하양,정제,없음,ㅋㅡㄹㄹㅏ*ㅆㅣ*ㄹㅣㄴㅈㅓㅇ
199602668,무스판정,MSP500,장방형,하양,정제,-,ㅁㅜ*ㅅㅡ*ㅍㅏㄴㅈㅓㅇ
199600301,프로낙스정,SS PN,원형,파랑,정제,없음,ㅍㅡ*ㄹㅗ*ㄴㅏㄱㅅㅡ*ㅈㅓㅇ
199601960,디아지드정,T.R.P80,원형,하양,정제,-,ㄷㅣ*ㅇㅏ*ㅈㅣ*ㄷㅡ*ㅈㅓㅇ
199601963,파마킹라니티딘정,,원형,하양,정제,없음,ㅍㅏ*ㅁㅏ*ㅋㅣㅇㄹㅏ*ㄴㅣ*ㅌㅣ*ㄷㅣㄴㅈㅓㅇ
199600201,카네마졸질정100mg,DPC K,기타,하양,정제,없음,ㅋㅏ*ㄴㅔ*ㅁㅏ*ㅈㅗㄹㅈㅣㄹㅈㅓㅇ100mg
199600199,시스타인캅셀100밀리그람,DPCCS100,장방형,연두,정제,없음,ㅅㅣ*ㅅㅡ*ㅌㅏ*ㅇㅣㄴㅋㅏㅂㅅㅔㄹ100ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅏㅁ
199601520,복합파자임이중정,PΛZ,타원형,갈색,정제,없음,ㅂㅗㄱㅎㅏㅂㅍㅏ*ㅈㅏ*ㅇㅣㅁㅇㅣ*ㅈㅜㅇㅈㅓㅇ
199600203,동광알마게이트정,,장방형,하양,정제,없음,ㄷㅗㅇㄱㅘㅇㅇㅏㄹㅁㅏ*ㄱㅔ*ㅇㅣ*ㅌㅡ*ㅈㅓㅇ
199600107,한풍이부프로펜정,EVF,장방형,주황,정제,없음,ㅎㅏㄴㅍㅜㅇㅇㅣ*ㅂㅜ*ㅍㅡ*ㄹㅗ*ㅍㅔㄴㅈㅓㅇ
199602747,로테롤정50마이크로그람,RTL50,원형,하양,정제,없음,ㄹㅗ*ㅌㅔ*ㄹㅗㄹㅈㅓㅇ50ㅁㅏ*ㅇㅣ*ㅋㅡ*ㄹㅗ*ㄱㅡ*ㄹㅏㅁ
199602745,세틸란캡슐200mg,CTL200,장방형,하양 초록,정제,없음,ㅅㅔ*ㅌㅣㄹㄹㅏㄴㅋㅐㅂㅅㅠㄹ200mg
199603455,록신정250밀리그램,prime cip250,원형,하양,정제,-,ㄹㅗㄱㅅㅣㄴㅈㅓㅇ250ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
199603352,다리다정,DA 10,원형,하양,정제,없음,ㄷㅏ*ㄹㅣ*ㄷㅏ*ㅈㅓㅇ
199601138,뉴마그정,NMG,장방형,하양,정제,없음,ㄴㅠ*ㅁㅏ*ㄱㅡ*ㅈㅓㅇ
199603458,하피스정,하피스,원형,파랑,정제,-,ㅎㅏ*ㅍㅣ*ㅅㅡ*ㅈㅓㅇ
199603354,지타코정,NPC,원형,노랑,정제,없음,ㅈㅣ*ㅌㅏ*ㅋㅗ*ㅈㅓㅇ
199603457,케디란정,KDR,원형,하양,정제,-,ㅋㅔ*ㄷㅣ*ㄹㅏㄴㅈㅓㅇ
199601482,리클라정,DAEWON,원형,하양,정제,+,ㄹㅣ*ㅋㅡㄹㄹㅏ*ㅈㅓㅇ
199602147,미래세파드록실캡슐,CFD,장방형,노랑 초록,경질캡슐,없음,ㅁㅣ*ㄹㅐ*ㅅㅔ*ㅍㅏ*ㄷㅡ*ㄹㅗㄱㅅㅣㄹㅋㅐㅂㅅㅠㄹ
199601913,메조민정,BC MZ,원형,하양,정제,없음,ㅁㅔ*ㅈㅗ*ㅁㅣㄴㅈㅓㅇ
199601501,유목센캡슐,UTAMX500,장방형,빨강 노랑,경질캡슐,없음,ㅇㅠ*ㅁㅗㄱㅅㅔㄴㅋㅐㅂㅅㅠㄹ
199600953,알파시돌연질캡슐0.5마이크로그램,AGP,타원형,주황,연질캡슐,없음,ㅇㅏㄹㅍㅏ*ㅅㅣ*ㄷㅗㄹㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ0.5ㅁㅏ*ㅇㅣ*ㅋㅡ*ㄹㅗ*ㄱㅡ*ㄹㅐㅁ
199604928,시네메트씨알정,521,타원형,회색,정제,없음,ㅅㅣ*ㄴㅔ*ㅁㅔ*ㅌㅡ*ㅆㅣ*ㅇㅏㄹㅈㅓㅇ
199603102,씨캡츄어블정,,기타,노랑,정제,없음,ㅆㅣ*ㅋㅐㅂㅊㅠ*ㅇㅓ*ㅂㅡㄹㅈㅓㅇ
199600581,바이탈씨에프정,YH V-C,원형,노랑,정제,없음,ㅂㅏ*ㅇㅣ*ㅌㅏㄹㅆㅣ*ㅇㅔ*ㅍㅡ*ㅈㅓㅇ
199600089,휴텍스에이에이피정325밀리그람,,원형,하양,정제,없음,ㅎㅠ*ㅌㅔㄱㅅㅡ*ㅇㅔ*ㅇㅣ*ㅇㅔ*ㅇㅣ*ㅍㅣ*ㅈㅓㅇ325ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅏㅁ
199602248,멜빈캅셀,,장방형,파랑,경질캡슐,없음,ㅁㅔㄹㅂㅣㄴㅋㅏㅂㅅㅔㄹ
199600770,세토펜정325밀리그램,SAMA,원형,하양,정제,-,ㅅㅔ*ㅌㅗ*ㅍㅔㄴㅈㅓㅇ325ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
199601484,펜세타정,PN,장방형,하양,정제,-,ㅍㅔㄴㅅㅔ*ㅌㅏ*ㅈㅓㅇ
199602019,파나벤정,NS 3,원형,하양,정제,없음,ㅍㅏ*ㄴㅏ*ㅂㅔㄴㅈㅓㅇ
199602022,씨프록탄정500mg,NELSON,장방형,하양,정제,없음,ㅆㅣ*ㅍㅡ*ㄹㅗㄱㅌㅏㄴㅈㅓㅇ500mg
199602021,씨프록탄정250밀리그램,NSP,원형,하양,정제,없음,ㅆㅣ*ㅍㅡ*ㄹㅗㄱㅌㅏㄴㅈㅓㅇ250ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
199600031,미셀정,SP SM,원형,하양,정제,-,ㅁㅣ*ㅅㅔㄹㅈㅓㅇ
199602023,베라제정,NSP 10,원형,주황,정제,없음,ㅂㅔ*ㄹㅏ*ㅈㅔ*ㅈㅓㅇ
199601095,맥시크란정,BR,타원형,하양,정제,없음,ㅁㅐㄱㅅㅣ*ㅋㅡ*ㄹㅏㄴㅈㅓㅇ
199601061,코로민캡슐,코로민COROMIN,장방형,하양,경질캡슐,없음,ㅋㅗ*ㄹㅗ*ㅁㅣㄴㅋㅐㅂㅅㅠㄹ
199602408,인테스캡슐200mg,CPK인테스,장방형,파랑,정제,없음,ㅇㅣㄴㅌㅔ*ㅅㅡ*ㅋㅐㅂㅅㅠㄹ200mg
199602497,하원돔페리돈말레산염정,hw 43,원형,하양,정제,없음,ㅎㅏ*ㅇㅝㄴㄷㅗㅁㅍㅔ*ㄹㅣ*ㄷㅗㄴㅁㅏㄹㄹㅔ*ㅅㅏㄴㅇㅕㅁㅈㅓㅇ
199605127,스파민정,S80,원형,하양,정제,없음,ㅅㅡ*ㅍㅏ*ㅁㅣㄴㅈㅓㅇ
199601139,세크로신캡슐,CCR250CCR250,장방형,하양 보라,경질캡슐,없음,ㅅㅔ*ㅋㅡ*ㄹㅗ*ㅅㅣㄴㅋㅐㅂㅅㅠㄹ
199604622,아달라트오로스정30,Adalat30,원형,분홍,정제,없음,ㅇㅏ*ㄷㅏㄹㄹㅏ*ㅌㅡ*ㅇㅗ*ㄹㅗ*ㅅㅡ*ㅈㅓㅇ30
199604623,아달라트오로스정60,Adalat60,원형,분홍,정제,없음,ㅇㅏ*ㄷㅏㄹㄹㅏ*ㅌㅡ*ㅇㅗ*ㄹㅗ*ㅅㅡ*ㅈㅓㅇ60
199601941,니메리드정,YI 9,원형,노랑,정제,없음,ㄴㅣ*ㅁㅔ*ㄹㅣ*ㄷㅡ*ㅈㅓㅇ
199601942,다나제정,D,원형,주황,정제,-,ㄷㅏ*ㄴㅏ*ㅈㅔ*ㅈㅓㅇ
199602669,크래밍정,,원형,분홍,정제,-,ㅋㅡ*ㄹㅐ*ㅁㅣㅇㅈㅓㅇ
199602411,씨엠지세파클러캡슐,CPKCFCR,장방형,하양 남색,경질캡슐,없음,ㅆㅣ*ㅇㅔㅁㅈㅣ*ㅅㅔ*ㅍㅏ*ㅋㅡㄹㄹㅓ*ㅋㅐㅂㅅㅠㄹ
199602832,풍림글리클라짓정,PL G,원형,하양,정제,없음,ㅍㅜㅇㄹㅣㅁㄱㅡㄹㄹㅣ*ㅋㅡㄹㄹㅏ*ㅈㅣㅅㅈㅓㅇ
199602834,풍림바클로펜정,PL B,원형,하양,정제,없음,ㅍㅜㅇㄹㅣㅁㅂㅏ*ㅋㅡㄹㄹㅗ*ㅍㅔㄴㅈㅓㅇ
199602833,풍림오플록사신정,PL O,원형,주황,정제,없음,ㅍㅜㅇㄹㅣㅁㅇㅗ*ㅍㅡㄹㄹㅗㄱㅅㅏ*ㅅㅣㄴㅈㅓㅇ
199601229,동구독시사이클린캅셀100밀리그람,DXC,장방형,하양 파랑,경질캡슐,없음,ㄷㅗㅇㄱㅜ*ㄷㅗㄱㅅㅣ*ㅅㅏ*ㅇㅣ*ㅋㅡㄹㄹㅣㄴㅋㅏㅂㅅㅔㄹ100ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅏㅁ
